date,idea,trend_score,mentions,engagement,sentiment,momentum,growth_rate,rolling_avg_3,rolling_avg_6,engagement_rate,dormancy_flag,revival_signal,revival_label
2016-12-01,4-Day Work Week,0.11689999999999999,383,125,0.634,0.011199999999999988,0.08542246982358415,0.09856666666666665,0.10060000000000001,0.3263707571801567,1,1,0
2017-01-01,4-Day Work Week,0.09369999999999999,319,57,0.576,-0.0232,-0.19084628670120907,0.10543333333333332,0.09691666666666666,0.1786833855799373,1,0,0
2017-02-01,4-Day Work Week,0.1674,426,239,0.71,0.0737,0.7676874340021118,0.12599999999999997,0.10903333333333332,0.5610328638497653,1,1,0
2017-03-01,4-Day Work Week,0.05,94,33,0.625,-0.11739999999999999,-0.48665297741273095,0.1037,0.10113333333333334,0.35106382978723405,1,0,0
2017-04-01,4-Day Work Week,0.0989,218,143,0.473,0.0489,0.3529411764705883,0.10543333333333334,0.10543333333333332,0.6559633027522935,1,1,0
2017-05-01,4-Day Work Week,0.0594,128,37,0.434,-0.0395,-0.4380321665089877,0.06943333333333333,0.09771666666666666,0.2890625,1,0,0
2017-06-01,4-Day Work Week,0.1217,264,158,0.745,0.0623,0.04106073567151425,0.09333333333333334,0.09851666666666666,0.5984848484848485,1,1,0
2017-07-01,4-Day Work Week,0.05,131,54,0.504,-0.0717,-0.46638207043756663,0.07703333333333334,0.09123333333333333,0.4122137404580153,1,0,0
2017-08-01,4-Day Work Week,0.056600000000000004,157,60,0.684,0.006600000000000002,-0.6618876941457585,0.0761,0.07276666666666667,0.3821656050955414,1,1,0
2017-09-01,4-Day Work Week,0.0783,154,52,0.657,0.02169999999999999,0.5659999999999998,0.06163333333333334,0.07748333333333333,0.33766233766233766,1,1,0
2017-10-01,4-Day Work Week,0.106,350,86,0.606,0.027700000000000002,0.07178968655207285,0.0803,0.07866666666666666,0.24571428571428572,1,1,0
2017-11-01,4-Day Work Week,0.0808,229,105,0.885,-0.0252,0.3602693602693601,0.08836666666666666,0.08223333333333334,0.4585152838427948,1,0,0
2017-12-01,4-Day Work Week,0.0818,229,115,0.672,0.0010000000000000009,-0.3278553820870994,0.08953333333333334,0.07558333333333334,0.5021834061135371,1,1,0
2018-01-01,4-Day Work Week,0.0946,329,102,0.741,0.012800000000000006,0.8919999999999999,0.08573333333333333,0.08301666666666667,0.3100303951367781,1,1,0
2018-02-01,4-Day Work Week,0.09939999999999999,283,91,0.684,0.004799999999999985,0.7561837455830385,0.09193333333333333,0.09015,0.3215547703180212,1,1,0
2018-03-01,4-Day Work Week,0.158,533,103,0.622,0.05860000000000001,1.0,0.11733333333333333,0.10343333333333334,0.19324577861163228,1,1,0
2018-04-01,4-Day Work Week,0.1406,316,171,0.648,-0.0174,0.3264150943396227,0.13266666666666668,0.1092,0.5411392405063291,1,0,0
2018-05-01,4-Day Work Week,0.11689999999999999,254,99,0.825,-0.023700000000000013,0.4467821782178216,0.13849999999999998,0.11521666666666668,0.38976377952755903,1,0,0
2018-06-01,4-Day Work Week,0.1962,521,127,0.781,0.07930000000000002,1.0,0.15123333333333333,0.13428333333333334,0.2437619961612284,1,1,0
2018-07-01,4-Day Work Week,0.1547,409,186,0.884,-0.04150000000000001,0.635306553911205,0.15593333333333334,0.1443,0.4547677261613692,1,0,0
2018-08-01,4-Day Work Week,0.1176,252,122,0.677,-0.03710000000000001,0.18309859154929597,0.15616666666666668,0.14733333333333334,0.48412698412698413,1,0,1
2018-09-01,4-Day Work Week,0.161,479,98,0.545,0.04340000000000001,0.018987341772152,0.14443333333333333,0.14783333333333334,0.2045929018789144,1,1,0
2018-10-01,4-Day Work Week,0.1761,317,123,0.597,0.015100000000000002,0.2524893314366998,0.15156666666666666,0.15375,0.38801261829652994,1,1,0
2018-11-01,4-Day Work Week,0.146,432,180,0.507,-0.030100000000000016,0.24893071000855427,0.16103333333333333,0.1586,0.4166666666666667,1,0,1
2018-12-01,4-Day Work Week,0.1418,361,93,0.742,-0.0041999999999999815,-0.27726809378185524,0.15463333333333332,0.14953333333333335,0.25761772853185594,1,0,1
2019-01-01,4-Day Work Week,0.1826,540,252,0.58,0.0408,0.1803490627020039,0.1568,0.15418333333333334,0.4666666666666667,1,1,1
2019-02-01,4-Day Work Week,0.1834,474,161,0.283,0.0007999999999999952,0.5595238095238095,0.16926666666666668,0.16515,0.339662447257384,1,1,1
2019-03-01,4-Day Work Week,0.2527,874,172,0.946,0.06929999999999997,0.5695652173913042,0.20623333333333335,0.18043333333333333,0.19679633867276888,1,1,0
2019-04-01,4-Day Work Week,0.2447,572,314,0.582,-0.00799999999999998,0.3895513912549686,0.22693333333333332,0.19186666666666666,0.548951048951049,1,0,1
2019-05-01,4-Day Work Week,0.21739999999999998,754,233,0.581,-0.02730000000000002,0.489041095890411,0.23826666666666665,0.20376666666666665,0.3090185676392573,1,0,1
2019-06-01,4-Day Work Week,0.2636,491,231,0.851,0.04620000000000002,0.8589562764456979,0.2419,0.22406666666666664,0.47046843177189407,1,1,1
2019-07-01,4-Day Work Week,0.303,893,293,0.505,0.03939999999999999,0.6593647316538882,0.2613333333333333,0.24413333333333334,0.3281075027995521,1,1,1
2019-08-01,4-Day Work Week,0.23739999999999997,604,147,0.786,-0.06560000000000002,0.29443838604143924,0.26799999999999996,0.2531333333333333,0.2433774834437086,1,0,1
2019-09-01,4-Day Work Week,0.2626,838,314,0.58,0.025200000000000028,0.039176889592402064,0.26766666666666666,0.2547833333333333,0.3747016706443914,1,1,1
2019-10-01,4-Day Work Week,0.3072,962,285,0.491,0.04459999999999997,0.25541479362484654,0.2690666666666666,0.2652,0.29625779625779625,1,1,1
2019-11-01,4-Day Work Week,0.32270000000000004,1017,401,0.855,0.01550000000000007,0.4843606255749773,0.29750000000000004,0.28275,0.3942969518190757,1,1,1
2019-12-01,4-Day Work Week,0.3343,640,390,0.761,0.011599999999999944,0.26820940819423367,0.32139999999999996,0.29453333333333337,0.609375,1,1,1
2020-01-01,4-Day Work Week,0.3407,1086,404,0.76,0.006400000000000017,0.12442244224422438,0.3325666666666667,0.3008166666666667,0.3720073664825046,0,1,1
2020-02-01,4-Day Work Week,0.3544,753,466,0.694,0.01369999999999999,0.49283909014321825,0.3431333333333333,0.32031666666666664,0.6188579017264276,0,1,1
2020-03-01,4-Day Work Week,0.3899,700,455,0.722,0.03550000000000003,0.48476770753998477,0.36166666666666664,0.3415333333333333,0.65,0,1,1
2020-04-01,4-Day Work Week,0.4265,909,417,0.502,0.036599999999999966,0.38834635416666674,0.3902666666666666,0.36141666666666666,0.45874587458745875,0,1,0
2020-05-01,4-Day Work Week,0.3922,1015,373,0.663,-0.0343,0.21537031298419573,0.40286666666666665,0.373,0.367487684729064,0,0,1
2020-06-01,4-Day Work Week,0.494,1506,350,0.539,0.1018,0.4777146275800179,0.43756666666666666,0.3996166666666667,0.23240371845949534,0,1,0
2020-07-01,4-Day Work Week,0.4938,1053,643,0.483,-0.00019999999999997797,0.44936894628705604,0.45999999999999996,0.4251333333333333,0.610636277302944,0,0,0
2020-08-01,4-Day Work Week,0.489,953,628,0.699,-0.0048000000000000265,0.3797968397291196,0.49226666666666663,0.44756666666666667,0.6589716684155299,0,0,0
2020-09-01,4-Day Work Week,0.48200000000000004,1388,396,0.789,-0.006999999999999951,0.23621441395229548,0.4882666666666666,0.46291666666666664,0.28530259365994237,0,0,0
2020-10-01,4-Day Work Week,0.5377000000000001,1867,740,0.604,0.05570000000000003,0.2607268464243848,0.5029,0.48145,0.3963577932512051,0,1,0
2020-11-01,4-Day Work Week,0.483,1353,546,0.625,-0.05470000000000008,0.23151453340132577,0.5009,0.4965833333333334,0.4035476718403548,0,0,0
2020-12-01,4-Day Work Week,0.48090000000000005,1423,496,0.513,-0.0020999999999999353,-0.026518218623481693,0.5005333333333334,0.4944,0.34855938158819394,0,0,0
2021-01-01,4-Day Work Week,0.5042,1378,310,0.651,0.023299999999999932,0.02106115836370992,0.48936666666666667,0.4961333333333333,0.22496371552975328,0,1,0
2021-02-01,4-Day Work Week,0.4982,1554,471,0.741,-0.006000000000000005,0.018813905930470387,0.4944333333333333,0.49766666666666665,0.3030888030888031,0,0,1
2021-03-01,4-Day Work Week,0.5403,1868,636,0.745,0.042100000000000026,0.12095435684647304,0.5142333333333333,0.5073833333333334,0.3404710920770878,0,0,0
2021-04-01,4-Day Work Week,0.5539999999999999,1497,377,0.715,0.013699999999999934,0.030314301655197884,0.5308333333333333,0.5100999999999999,0.2518370073480294,0,0,0
2021-05-01,4-Day Work Week,0.5594,1387,567,0.576,0.005400000000000071,0.15817805383022776,0.5512333333333332,0.5228333333333334,0.40879596250901223,0,0,0
2021-06-01,4-Day Work Week,0.5613,1827,839,0.572,0.0019000000000000128,0.1671865252651279,0.5582333333333332,0.5362333333333333,0.45922276956759717,0,0,0
2021-07-01,4-Day Work Week,0.574,1979,715,0.745,0.012699999999999934,0.1384371281237604,0.5648999999999998,0.5478666666666666,0.36129358261748357,0,0,0
2021-08-01,4-Day Work Week,0.6304,1246,689,0.747,0.056400000000000006,0.2653552790044158,0.5885666666666666,0.5699,0.5529695024077047,0,0,0
2021-09-01,4-Day Work Week,0.6053000000000001,1672,654,0.629,-0.0250999999999999,0.12030353507310765,0.6032333333333333,0.5807333333333333,0.3911483253588517,0,0,0
2021-10-01,4-Day Work Week,0.6227,1953,398,0.599,0.01739999999999997,0.1240072202166067,0.6194666666666667,0.5921833333333334,0.20378904249871993,0,0,0
2021-11-01,4-Day Work Week,0.6091,1634,890,0.79,-0.013600000000000056,0.08884519127636747,0.6123666666666666,0.6004666666666667,0.5446756425948592,0,0,0
2021-12-01,4-Day Work Week,0.5632,1389,808,0.607,-0.04589999999999994,0.003384999109210751,0.5983333333333333,0.6007833333333333,0.5817134629229662,0,0,0
2022-01-01,4-Day Work Week,0.5656,1638,687,0.74,0.0023999999999999577,-0.014634146341463317,0.5792999999999999,0.5993833333333334,0.4194139194139194,0,0,0
2022-02-01,4-Day Work Week,0.6851999999999999,1523,472,0.634,0.11959999999999993,0.08692893401015223,0.6046666666666666,0.6085166666666667,0.3099146421536441,0,0,0
2022-03-01,4-Day Work Week,0.6095,1439,480,0.524,-0.07569999999999988,0.006938708078638722,0.6201,0.6092166666666666,0.33356497567755383,0,0,0
2022-04-01,4-Day Work Week,0.6097,2126,467,0.843,0.00019999999999997797,-0.02087682672233826,0.6347999999999999,0.60705,0.21966133584195674,0,0,0
2022-05-01,4-Day Work Week,0.6383,1828,681,0.664,0.02859999999999996,0.047939582991298746,0.6191666666666666,0.6119166666666667,0.3725382932166302,0,0,0
2022-06-01,4-Day Work Week,0.6501,2131,512,0.565,0.011800000000000033,0.154296875,0.6326999999999999,0.6264,0.2402627874237447,0,0,0
2022-07-01,4-Day Work Week,0.6567000000000001,2077,805,0.483,0.00660000000000005,0.16106789250353626,0.6483666666666666,0.6415833333333334,0.38757823784304285,0,0,0
2022-08-01,4-Day Work Week,0.6923,2002,755,0.495,0.035599999999999965,0.010361938120257097,0.6663666666666667,0.6427666666666667,0.3771228771228771,0,0,0
2022-09-01,4-Day Work Week,0.6868000000000001,2213,423,0.605,-0.005499999999999949,0.12682526661197713,0.6786,0.6556500000000001,0.1911432444645278,0,0,0
2022-10-01,4-Day Work Week,0.6202000000000001,1397,787,0.881,-0.06659999999999999,0.01722158438576349,0.6664333333333334,0.6574,0.5633500357909806,0,0,0
2022-11-01,4-Day Work Week,0.6762999999999999,1938,521,0.58,0.05609999999999982,0.059533134889550254,0.6610999999999999,0.6637333333333334,0.26883384932920534,0,0,0
2013-07-01,AI Ethics,0.1374,565,99,0.272,0.047,0.3198847262247839,0.11596666666666666,0.09261666666666667,0.1752212389380531,1,1,0
2013-08-01,AI Ethics,0.05,124,51,0.338,-0.08739999999999999,-0.011857707509881354,0.0926,0.09251666666666668,0.4112903225806452,1,0,0
2013-09-01,AI Ethics,0.0906,291,155,0.462,0.0406,0.1796875,0.09266666666666667,0.09481666666666666,0.5326460481099656,1,1,0
2013-10-01,AI Ethics,0.0929,204,157,0.365,0.0022999999999999965,0.1554726368159205,0.07783333333333332,0.0969,0.7696078431372549,1,1,0
2013-11-01,AI Ethics,0.1069,337,137,-0.013,0.013999999999999999,-0.10990840965861781,0.0968,0.0947,0.4065281899109792,1,1,0
2013-12-01,AI Ethics,0.06480000000000001,153,85,0.579,-0.042099999999999985,-0.2831858407079645,0.08819999999999999,0.09043333333333332,0.5555555555555556,1,0,0
2014-01-01,AI Ethics,0.1405,542,152,0.248,0.0757,0.022561863173216956,0.10406666666666668,0.09095000000000002,0.28044280442804426,1,1,0
2014-02-01,AI Ethics,0.09119999999999999,213,90,0.521,-0.049300000000000024,0.8239999999999996,0.09883333333333333,0.09781666666666666,0.4225352112676056,1,0,0
2014-03-01,AI Ethics,0.0591,188,95,0.454,-0.03209999999999999,-0.347682119205298,0.09693333333333332,0.09256666666666667,0.5053191489361702,1,0,0
2014-04-01,AI Ethics,0.092,294,77,0.704,0.0329,-0.009687836383207693,0.08076666666666665,0.09241666666666666,0.2619047619047619,1,1,0
2014-05-01,AI Ethics,0.0839,348,105,0.57,-0.008099999999999996,-0.21515434985968185,0.07833333333333332,0.08858333333333335,0.3017241379310345,1,0,0
2014-06-01,AI Ethics,0.1777,617,250,0.389,0.0938,1.0,0.11786666666666666,0.1074,0.4051863857374392,1,1,0
2014-07-01,AI Ethics,0.1265,342,105,0.366,-0.051199999999999996,-0.09964412811387913,0.12936666666666666,0.10506666666666668,0.30701754385964913,1,0,0
2014-08-01,AI Ethics,0.0973,254,125,0.63,-0.029200000000000004,0.06688596491228083,0.13383333333333333,0.10608333333333332,0.4921259842519685,1,0,0
2014-09-01,AI Ethics,0.0933,221,125,0.273,-0.0040000000000000036,0.5786802030456852,0.10569999999999997,0.11178333333333333,0.5656108597285068,1,0,0
2014-10-01,AI Ethics,0.126,465,192,0.473,0.03270000000000001,0.36956521739130443,0.10553333333333333,0.11745,0.4129032258064516,1,1,0
2014-11-01,AI Ethics,0.1283,456,125,0.434,0.0022999999999999965,0.5292014302741359,0.11586666666666666,0.12485,0.2741228070175439,1,1,0
2014-12-01,AI Ethics,0.05,169,52,0.409,-0.0783,-0.7186268992684299,0.10143333333333332,0.10356666666666668,0.3076923076923077,1,0,0
2015-01-01,AI Ethics,0.1193,261,159,0.492,0.0693,-0.056916996047430835,0.0992,0.10236666666666666,0.6091954022988506,1,1,0
2015-02-01,AI Ethics,0.1017,376,181,0.473,-0.017600000000000005,0.045220966084275505,0.09033333333333332,0.10310000000000001,0.48138297872340424,1,0,0
2015-03-01,AI Ethics,0.0623,215,60,0.505,-0.0394,-0.3322615219721329,0.09443333333333333,0.09793333333333333,0.27906976744186046,1,0,0
2015-04-01,AI Ethics,0.12890000000000001,532,230,0.467,0.06660000000000002,0.023015873015873156,0.09763333333333334,0.09841666666666667,0.4323308270676692,1,1,0
2015-05-01,AI Ethics,0.1707,569,255,0.5,0.041799999999999976,0.3304754481683554,0.12063333333333333,0.10548333333333333,0.44815465729349735,1,1,0
2015-06-01,AI Ethics,0.1209,331,195,0.461,-0.0498,1.0,0.14016666666666666,0.1173,0.5891238670694864,1,0,0
2015-07-01,AI Ethics,0.138,400,113,0.371,0.017100000000000018,0.15674769488684004,0.1432,0.12041666666666667,0.2825,1,1,0
2015-08-01,AI Ethics,0.16,395,167,0.45,0.021999999999999992,0.5732546705998034,0.1396333333333333,0.13013333333333335,0.42278481012658226,1,1,0
2015-09-01,AI Ethics,0.0818,296,64,0.364,-0.0782,0.3130016051364366,0.1266,0.13338333333333333,0.21621621621621623,1,0,0
2015-10-01,AI Ethics,0.0518,186,58,0.356,-0.03,-0.5981380915438325,0.09786666666666666,0.12053333333333333,0.3118279569892473,1,0,0
2015-11-01,AI Ethics,0.128,323,228,0.41,0.0762,-0.2501464557703573,0.08719999999999999,0.11341666666666667,0.7058823529411765,1,1,0
2015-12-01,AI Ethics,0.1017,248,85,0.436,-0.026300000000000004,-0.15880893300248133,0.09383333333333332,0.11021666666666667,0.34274193548387094,1,0,0
2016-01-01,AI Ethics,0.0688,156,91,0.454,-0.0329,-0.5014492753623189,0.09949999999999998,0.09868333333333333,0.5833333333333334,1,0,0
2016-02-01,AI Ethics,0.1085,436,79,0.56,0.0397,-0.321875,0.09299999999999997,0.0901,0.1811926605504587,1,1,0
2016-03-01,AI Ethics,0.1335,346,199,0.39,0.02500000000000001,0.6320293398533008,0.10359999999999998,0.09871666666666667,0.5751445086705202,1,1,0
2016-04-01,AI Ethics,0.10800000000000001,305,101,0.474,-0.025499999999999995,1.0,0.11666666666666665,0.10808333333333335,0.33114754098360655,1,0,0
2016-05-01,AI Ethics,0.0897,241,77,0.464,-0.01830000000000001,-0.29921875,0.11039999999999998,0.10170000000000001,0.31950207468879666,1,0,0
2016-06-01,AI Ethics,0.1075,319,116,0.377,0.017799999999999996,0.05703048180924286,0.10173333333333333,0.10266666666666667,0.36363636363636365,1,1,0
2016-07-01,AI Ethics,0.1144,412,178,0.459,0.006900000000000003,0.6627906976744187,0.10386666666666665,0.11026666666666668,0.4320388349514563,1,1,0
2016-08-01,AI Ethics,0.0579,228,48,0.57,-0.0565,-0.4663594470046083,0.09326666666666665,0.10183333333333333,0.21052631578947367,1,0,0
2016-09-01,AI Ethics,0.1124,279,109,0.472,0.0545,-0.15805243445692885,0.09489999999999998,0.09831666666666666,0.3906810035842294,1,1,0
2016-10-01,AI Ethics,0.07719999999999999,273,56,0.477,-0.03520000000000001,-0.2851851851851853,0.08249999999999998,0.09318333333333334,0.20512820512820512,1,0,0
2016-11-01,AI Ethics,0.1381,392,244,0.365,0.06090000000000001,0.5395763656633221,0.10923333333333331,0.10125,0.6224489795918368,1,1,0
2016-12-01,AI Ethics,0.0723,301,98,0.686,-0.0658,-0.32744186046511625,0.09586666666666666,0.09538333333333333,0.32558139534883723,1,0,0
2017-01-01,AI Ethics,0.15039999999999998,410,225,0.372,0.07809999999999997,0.3146853146853146,0.12026666666666663,0.10138333333333333,0.5487804878048781,1,1,0
2017-02-01,AI Ethics,0.1144,242,163,0.25,-0.035999999999999976,0.9758203799654577,0.11236666666666666,0.11080000000000001,0.6735537190082644,1,0,0
2017-03-01,AI Ethics,0.11699999999999999,373,103,0.553,0.002599999999999991,0.040925266903914626,0.12726666666666664,0.11156666666666666,0.2761394101876676,1,1,0
2017-04-01,AI Ethics,0.14880000000000002,360,203,0.436,0.03180000000000002,0.9274611398963735,0.12673333333333334,0.1235,0.5638888888888889,1,1,0
2017-05-01,AI Ethics,0.1207,265,104,0.414,-0.028100000000000014,-0.12599565532223023,0.12883333333333333,0.1206,0.39245283018867927,1,0,0
2017-06-01,AI Ethics,0.1617,577,186,0.385,0.04100000000000001,1.0,0.14373333333333332,0.13549999999999998,0.3223570190641248,1,1,0
2017-07-01,AI Ethics,0.138,502,184,0.675,-0.0237,-0.08244680851063813,0.14013333333333333,0.13343333333333332,0.3665338645418327,1,0,0
2017-08-01,AI Ethics,0.15,460,198,0.493,0.011999999999999983,0.31118881118881103,0.1499,0.13936666666666667,0.43043478260869567,1,1,0
2017-09-01,AI Ethics,0.1855,653,157,0.516,0.035500000000000004,0.5854700854700856,0.1578333333333333,0.15078333333333335,0.24042879019908117,1,1,1
2017-10-01,AI Ethics,0.1458,471,110,0.47,-0.039699999999999985,-0.020161290322580627,0.16043333333333332,0.15028333333333335,0.23354564755838642,1,0,1
2017-11-01,AI Ethics,0.1487,509,235,0.482,0.002899999999999986,0.23198011599005808,0.15999999999999998,0.15495,0.46168958742632615,1,1,1
2017-12-01,AI Ethics,0.20079999999999998,673,302,0.618,0.05209999999999998,0.24180581323438455,0.1651,0.16146666666666668,0.4487369985141159,1,1,1
2018-01-01,AI Ethics,0.19920000000000002,697,161,0.42,-0.0015999999999999626,0.4434782608695653,0.18289999999999998,0.17166666666666666,0.2309899569583931,1,0,1
2018-02-01,AI Ethics,0.21760000000000002,548,187,0.275,0.0184,0.45066666666666677,0.20586666666666664,0.18293333333333336,0.34124087591240876,1,1,0
2018-03-01,AI Ethics,0.2348,626,395,0.554,0.017199999999999993,0.2657681940700809,0.21719999999999998,0.19115000000000001,0.6309904153354633,1,1,1
2018-04-01,AI Ethics,0.23920000000000002,723,371,0.51,0.004400000000000015,0.6406035665294925,0.23053333333333334,0.2067166666666667,0.5131396957123098,1,1,1
2018-05-01,AI Ethics,0.2682,815,482,0.463,0.02899999999999997,0.8036314727639542,0.24739999999999998,0.22663333333333335,0.5914110429447853,1,1,1
2018-06-01,AI Ethics,0.26539999999999997,989,264,0.506,-0.0028000000000000247,0.3217131474103585,0.2576,0.23739999999999997,0.26693629929221435,1,0,1
2018-07-01,AI Ethics,0.2148,617,268,0.406,-0.05059999999999998,0.07831325301204806,0.24946666666666664,0.24,0.4343598055105348,1,0,1
2018-08-01,AI Ethics,0.2351,574,229,0.452,0.020300000000000012,0.08042279411764697,0.2384333333333333,0.24291666666666667,0.3989547038327526,1,1,1
2018-09-01,AI Ethics,0.3578,940,498,0.434,0.1227,0.5238500851788757,0.2692333333333333,0.2634166666666667,0.5297872340425532,1,1,0
2018-10-01,AI Ethics,0.3125,797,264,0.379,-0.04530000000000001,0.30643812709030094,0.3018,0.27563333333333334,0.3312421580928482,1,0,1
